id,combo,source NP,premise,hypothesis,label
85,sub-int,my favorite local restaurant,This is my favorite local restaurant. This is my place.,This is my favorite place.,non-entailment
99,sub-sub,good senior bankers,They are good senior bankers. They are mentors.,They are good mentors.,non-entailment
102,sub-sub,an ordinary unskilled laborer,He is an ordinary unskilled laborer. He is an father.,He is an unskilled father.,non-entailment
103,sub-sub,the only big losers,They are the only big losers. They are idiots.,They are big idiots.,non-entailment
104,sub-sub,the only big losers,They are the only big losers. They are idiots.,They are the only idiots.,non-entailment
105,sub-sub,a big dumb idiot,He is a big dumb idiot. He is a person.,He is a big person.,non-entailment
107,sub-sub,my old best friend,She is my old best friend. She is my cousin.,She is my old cousin.,non-entailment
108,sub-sub,my old best friend,She is my old best friend. She is my cousin.,She is my best cousin.,non-entailment
109,sub-sub,my new best friend,She is my new best friend. She is my cousin.,She is my new cousin.,non-entailment
110,sub-sub,my new best friend,She is my new best friend. She is my cousin.,She is my best cousin.,non-entailment
111,sub-sub,a known habitual liar,She is a known habitual liar. She is a criminal.,She is a habitual criminal.,non-entailment
112,sub-sub,a known habitual liar,She is a known habitual liar. She is a criminal.,She is a known criminal.,non-entailment
115,sub-sub,an amazing beginner drummer,She is an amazing beginner drummer. She is an driver.,She is an amazing driver.,non-entailment
116,sub-sub,an amazing beginner drummer,She is an amazing beginner drummer. She is a driver.,She is a beginner driver.,non-entailment
1,pri-pri,a likely next speaker,She is a likely next speaker. She is the president.,She is the next president.,non-entailment
2,pri-pri,the likely future premier,He is the likely future premier. He is the minister of finance.,He is the likely minister of finance.,non-entailment
3,pri-pri,the likely future premier,He is the likely future premier. He is the minister of finance.,He is the future minister of finance.,non-entailment
7,pri-pri,past would-be reformers,They are past would-be reformers. They are prisoners.,They are past prisoners.,non-entailment
8,pri-pri,past would-be reformers,They are past would-be reformers. They are prisoners.,They are would-be prisoners.,non-entailment
17,pri-pri,a past unsuccessful candidate,He is a past unsuccessful candidate. He is the governer.,He is the past governer.,non-entailment
18,pri-pri,a past unsuccessful candidate,He is a past unsuccessful candidate. He is the governer.,He is the unsuccessful governer.,non-entailment
19,pri-pri,potential future victims,They are potential future victims. They are newborns.,They are potential newborns.,non-entailment
20,pri-pri,potential future victims,They are potential future victims. They are newborns.,They are future newborns.,non-entailment
28,pri-int,a fictional private detective,He is a fictional private detective. He is her lover.,He is her private lover.,non-entailment
29,pri-int,his future American wife,She is his future American wife. She is his girlfriend.,She is his future girlfriend.,non-entailment
30,pri-int,his future American wife,She is his future American wife. She is his neighbor.,She is his future neighbor.,non-entailment
33,pri-sub,our previous top picks,Those are our previous top picks. Those are goods on sale.,Those are previous goods on sale.,non-entailment
34,pri-sub,our previous top picks,Those are our previous top picks. Those are goods on sale.,Those are top goods on sale.,non-entailment
43,pri-sub,an arrogant former young genius,He is an arrogant former young genius. He is a man.,He is a former man.,non-entailment
44,pri-sub,an arrogant former young genius,He is an arrogant former young genius. He is a waiter.,He is a young waiter.,non-entailment
45,pri-sub,an arrogant former young genius,He is an arrogant former young genius. He is a waiter.,He is a former waiter.,non-entailment
58,sub-int,a short American basketball player,He is a short American basketball player. He is a man.,He is a short man.,non-entailment
62,sub-int,a short glacial period,This is a short glacial period. This is a duration.,This is a short duration.,non-entailment
64,sub-int,a new Renaissance exhibit,This is a new Renaissance exhibit. This is a handicraft.,This is a new handicraft.,non-entailment
67,sub-int,a big black ant,It is a big black ant. It is an animal.,It is a big animal.,non-entailment
71,sub-int,a small gray elephant,It is a small gray elephant. It is an animal.,It is a small animal.,non-entailment
73,sub-int,a heavy newborn baby,She is a heavy newborn baby. She is a human being.,She is a heavy human being.,non-entailment
79,sub-int,a skillful American violinsit,He is a skillful American violinsit. He is a father.,He is a skillful father.,non-entailment
83,sub-sub,a good beginner boxer,He is a good beginner boxer. He is a runner.,He is a beginner runner.,non-entailment
84,sub-sub,a good beginner boxer,He is a good beginner boxer. He is a runner.,He is a good runner.,non-entailment
87,sub-sub,America's top amateur wrestler,He is America's top amateur wrestler. He is America's athlete.,He is America's top athlete.,non-entailment
88,sub-sub,America's top amateur wrestler,He is a top amateur wrestler. He is a doctor.,He is a top doctor.,non-entailment
89,sub-sub,America's top amateur wrestler,He is a top amateur wrestler. He is a doctor.,He is an amateur doctor.,non-entailment
91,sub-sub,a top junior gymnast,She is a top junior gymnast. She is a student.,She is a top student.,non-entailment
92,sub-sub,a top junior gymnast,She is a top junior gymnast. She is an athlete.,She is a top athlete.,non-entailment
0,pri-pri,a proposed partial free-trade agreement,2,This is a proposed partial free-trade agreement. This is a contract.,This is a partial contract.
2,pri-pri,a possible partial buyout,2,This is a possible partial buyout. This is a sale.,This is a partial sale.
4,pri-pri,a next would-be mogul,2,He is a next would-be mogul. He is an uncle.,He is a next uncle.
5,pri-pri,a historic former residence,2,This is a historic former residence. This is a museum.,This is a former museum.
9,pri-pri,a fictional past relationship,2,This is a fictional past relationship. This is a story.,This is a past story.
11,pri-pri,an initial unofficial trading,2,This is an initial unofficial trading. This is a record.,This is an initial record.
13,pri-pri,a deputy foreign vice minister,3,He is a deputy foreign vice minister. He is a musician.,He is A deputy musician.
16,pri-pri,the probable next CEO,2,She is the probable next CEO. She is the celebrity.,She is the probable celebrity.
17,pri-pri,the probable next CEO,2,She is the probable next CEO. She is the celebrity.,She is the next celebrity.
19,pri-pri,alleged questionable expenditures,1,These are alleged questionable expenditures. These are purchases.,These are questionable purchases.
21,pri-pri,so-called erroneous trades,1,These are so-called erroneous trades. These are exchanges.,These are so-called exchanges.
25,pri-pri,a plausible future prime minister,2,He is a plausible future prime minister. He is a runner.,He is a plausible runner.
26,pri-pri,a plausible future prime minister,2,He is a plausible future prime minister. He is a runner.,He is a future runner.
29,pri-pri,future would-be immigrants,1,They are future would-be immigrants. They are engineers.,They are would-be engineers.
30,pri-pri,future would-be immigrants,1,They are future would-be immigrants. They are Dominicans.,They are would-be Dominicans.
31,pri-pri,mock wooden barriers,1,These are mock wooden barriers. These are enclosures.,These are wooden enclosures.
38,pri-pri,a retired plastic surgeon,2,He is a retired plastic surgeon. He is an astronaut.,He is a retired astronaut.
44,pri-pri,a supposed potential terrorist,2,She is a supposed potential terrorist. She is a grandma.,She is a supposed grandma.
45,pri-pri,a supposed potential terrorist,2,She is a supposed potential terrorist. She is a grandma.,She is a potential grandma.
54,pri-pri,an experimental temporary solution,2,This is an experimental temporary solution. This is a product.,This is a temporary product.
56,pri-pri,the future experimental vaccines,2,These are the future experimental vaccines. These are the conspiracies.,These are the experimental conspiracies.
58,pri-pri,the so-called erroneous transactions,2,These are the so-called erroneous transactions. These are the bad deal.,These are the erroneous bad deal.
64,pri-pri,his initial false pledge,2,This is his initial false pledge. This is attempt.,This is initial attempt.
65,pri-pri,a proposed six-month partial ban,3,This is a proposed six-month partial ban. This is a regulation.,This is a partial regulation.
67,pri-pri,would-be future professionals,1,They are would-be future professionals. They are accountants.,They are future accountants.
69,pri-pri,a would-be next prime minister,2,She is a would-be next prime minister. She is a politician.,She is a next politician.
70,pri-pri,a would-be next prime minister,2,She is a would-be next prime minister. She is a politician.,She is a would-be politician.
74,pri-pri,our next honorary mayor,2,He is our next honorary mayor. He is a citizen.,He is an honorary citizen.
75,pri-pri,our next honorary mayor,2,He is our next honorary mayor. He is a Ph.D.,He is an honorary Ph.D.
76,pri-pri,our next honorary mayor,2,He is our next honorary mayor. He is our alumnus.,He is our next alumnus.
78,pri-pri,the presumed next speaker,2,He is the presumed next speaker. He is the minister.,He is the next minister.
79,pri-pri,the presumed next speaker,2,He is the presumed next speaker. He is the winner.,He is the presumed winner.
83,pri-pri,a plausible potential mayor,2,He is a plausible potential mayor. He is a secretary.,He is a potential secretary.
84,pri-pri,a plausible potential mayor,2,He is a plausible potential mayor. He is a secretary.,He is a plausible secretary.
91,pri-pri,the next unlikely winner,2,He is the next unlikely winner. He is a dark horse.,He is an unlikely dark horse.
96,pri-pri,a future would-be president,2,She is a future would-be president. She is a businesswoman.,She is a would-be businesswoman.
97,pri-pri,a future would-be president,2,She is a future would-be president. She is a businesswoman.,She is a future businesswoman.
98,pri-pri,a would-be future French Open champion,2,She is a would-be future French Open champion. She is a tennis player.,She is a would-be tennis player.
99,pri-pri,a would-be future French Open champion,2,She is a would-be future French Open champion. She is a tennis player.,She is a future tennis player.
100,pri-pri,unsuccessful would-be buyers,1,They are unsuccessful would-be buyers. They are companies.,They are unsuccessful companies.
101,pri-pri,unsuccessful would-be buyers,1,They are unsuccessful would-be buyers. They are companies.,They are would-be companies.
102,pri-pri,unsuccessful would-be buyers,1,They are unsuccessful would-be buyers. They are suppliers.,They are would-be suppliers.
105,pri-pri,an unsuccessful previous launch,2,This is an unsuccessful previous launch. This is an explosion.,This is an unsuccessful explosion.
109,pri-pri,a fictional former street urchin,2,This is a fictional former street urchin. This is a student delegate.,This is a former student delegate.
110,pri-pri,his alleged fictitious salary,2,This is his alleged fictitious salary. This is information.,This is fictitious information.
111,pri-pri,the so-called imminent threat,2,This is the so-called imminent threat. This is a rumor.,This is a so-called rumor.
114,pri-pri,proposed future ministers,1,They are proposed future ministers. They are citizens.,They are proposed citizens.
115,pri-pri,proposed future ministers,1,They are proposed future ministers. They are citizens.,They are future citizens.
127,pri-pri,an apparent would-be suicide bomber,2,This is an apparent would-be suicide bomber. This is a father.,This is an apparent would-be father.
133,pri-pri,an onetime presumed front-runner,2,He is an onetime presumed front-runner. He is a musician.,He is an onetime musician.
139,pri-pri,A next probable foe,2,She is A next probable foe. She is a colleague.,She is A next colleague.
141,pri-pri,a fake honorary degree,2,This is a fake honorary degree. This is a certificate.,This is a honorary certificate.
145,pri-pri,prior false alarms,1,Those are prior false alarms. Those are noise.,Those are false noise.
150,pri-pri,his initial false pledge,2,This is his initial false pledge. This is his commitment.,This is his initial commitment.
151,pri-pri,a probable next CEO,2,They are a probable next CEO. They are banker.,They are probable banker.
161,pri-pri,an experimental temporary solution,2,This is an experimental temporary solution. This is a proposal.,This is a temporary proposal.
163,pri-pri,the future experimental vaccine,2,This is the future experimental vaccine. This is the research paper.,This is the future research paper.
166,pri-pri,the next would-be blockbuster,2,This is the next would-be blockbuster. This is the screenplay.,This is the next screenplay.
168,pri-pri,the so-called erroneous transaction,2,This is the so-called erroneous transaction. This is the invoice.,This is the erroneous invoice.
178,pri-pri,the would-be Catholic deputy leader,3,He is a would-be Catholic deputy leader. He is a violinist.,He is a would-be violinist.
185,pri-pri,the erroneous previous information,2,This is the erroneous previous information. This is the solution.,This is the previous solution.
191,pri-pri,a would-be Catholic deputy leader,3,He is a would-be Catholic deputy leader. He is a father.,He is a would-be father.
192,pri-pri,a would-be Catholic deputy leader,3,He is a would-be Catholic deputy leader. He is a politician.,He is a would-be politician.
195,pri-pri,the probable next CEO,2,He is the probable next CEO. He is the cook.,He is the next cook.
196,pri-pri,the probable next CEO,2,He is the probable next CEO. He is the singer.,He is the next singer.
197,pri-pri,the probable next CEO,2,He is the probable next CEO. He is the dancer.,He is the probable dancer.
198,pri-pri,simulated drowning executions,1,This is simulated drowning executions. This is actions.,This is drowning actions.
200,pri-pri,a possible later pregnancy,2,This is a possible later pregnancy. This is a medication condition.,This is a later medication condition.
202,pri-pri,a possible faulty restoration,2,This is a possible faulty restoration. This is a filling.,This is a faulty filling.
205,pri-pri,a nominal historic peak,2,This is a nominal historic peak. This is a mountain.,This is a nominal mountain.
207,pri-pri,improbable future catastrophes,1,These are improbable future catastrophes. These are predictions.,These are future predictions.
216,pri-pri,a deputy honorary charman,2,He is a deputy honorary charman. He is a customer.,He is a deputy customer.
217,pri-pri,a deputy honorary charman,2,He is a deputy honorary charman. He is a customer.,He is a honorary customer.
218,pri-pri,a deputy honorary charman,2,He is a deputy honorary charman. He is a student.,He is a deputy student.
219,pri-pri,a deputy honorary charman,2,He is a deputy honorary charman. He is a student.,He is an honorary student.
223,pri-pri,a retired naval admiral,2,He is a retired naval admiral. He is a schoolteacher.,He is a retired schoolteacher.
224,pri-pri,a retired naval admiral,2,He is a retired naval admiral. He is a schoolteacher.,He is a naval schoolteacher.
225,pri-pri,the improbable future catastrophe,2,This is the improbable future catastrophe. This is the sfi-story.,This is the future sfi-story.
227,pri-pri,an unlikely initial success,2,This is an unlikely initial success. This is an attempt.,This is an initial attempt.
233,pri-pri,alleged suspicious transactions,1,These are alleged suspicious transactions. These are purchases.,These are suspicious purchases.
237,pri-pri,the initial unofficial trading,2,This is the initial unofficial trading. This is the transaction.,This is the initial transaction.
239,pri-pri,a deputy foreign vice minister,3,She is a deputy foreign vice minister. She is a mother.,She is a deputy mother.
241,pri-pri,an apparent mistaken sell order,2,This is an apparent mistaken sell order. This is an arrangement.,This is an apparent arrangement.
245,pri-pri,an alleged faulty weather forecast,2,This is an alleged faulty weather forecast. This is a prediction.,This is a faulty prediction.
246,pri-pri,an alleged faulty weather forecast,2,This is an alleged faulty weather forecast. This is an observation result.,This is a faulty observation result.
263,pri-pri,the supposed potential terrorists,2,These are the supposed potential terrorists. These are the soldiers.,These are the supposed soldiers.
264,pri-pri,the supposed potential terrorists,2,These are the supposed potential terrorists. These are the soldiers.,These are the potential soldiers.
268,pri-pri,a probable center-right candidate,3,This is a probable center-right candidate. This is a gourmet.,This is a probable gourmet.
270,pri-pri,a theoretical future budget surplus,2,This is a theoretical future budget surplus. This is a banknote.,This is a theoretical banknote.
274,pri-pri,an unlikely would-be successor,2,This is an unlikely would-be successor. This is a American.,This is an unlikely American.
276,pri-pri,the initial half hour,2,This is the initial half hour. This is the period of time.,This is the half period of time.
278,pri-pri,an unsuccessful artificial insemination,2,This is an unsuccessful artificial insemination. This is a procedure.,This is an artificial procedure.
285,pri-pri,a future false alarm,2,This is a future false alarm. This is a warning.,This is a future warning.
288,pri-pri,a dubious potential leader,2,This is a dubious potential leader. This is a mother.,This is a potential mother.
289,pri-pri,a dubious potential leader,2,This is a dubious potential leader. This is a chef.,This is a potential chef.
291,pri-pri,an initial virtual flight,2,This is an initial virtual flight. This is an arrangement.,This is an initial arrangement.
293,pri-pri,a probable former convict,2,This is a probable former convict. This is a father.,This is a probable father.
294,pri-pri,a probable former convict,2,This is a probable former convict. This is a pianist.,This is a former pianist.
295,pri-pri,other apparent failed presidencies,2,These are other apparent failed presidencies. These are leadership.,These are apparent leadership.
297,pri-pri,the alleged dubious trading,2,This is the alleged dubious trading. This is the criminals.,This is the dubious criminals.
299,pri-pri,a retired former French diplomat,2,He is a retired former French diplomat. He is a humanitarian.,He is a former humanitarian.
300,pri-pri,a retired former French diplomat,2,He is a retired former French diplomat. He is a humanitarian.,He is a retired humanitarian.
301,pri-pri,a onetime alleged dirty-bomb plotter,2,He is a onetime alleged dirty-bomb plotter. He is a terrorist.,He is a onetime terrorist.
304,pri-pri,the presumed future leader,2,This is the presumed future leader. This is the dictator.,This is the future dictator.
306,pri-pri,the theoretical expected rate,2,This is the theoretical expected rate. This is the algorithm.,This is the expected algorithm.
309,pri-pri,an apparent false alarm,2,This is an apparent false alarm. This is an emergency.,This is an apparent emergency.
311,pri-pri,a retired black deputy sherriff,3,He is a retired black deputy sherriff. He is a father.,He is a retired father.
316,pri-pri,a failed former pick,2,He is a failed former pick. He is a prospect.,He is a former prospect.
323,pri-pri,an apparent fraudulent statement,2,This is an apparent fraudulent statement. This is a theory.,This is an apparent theory.
327,pri-pri,those presumed future contenders,2,They are those presumed future contenders. They are those candidates.,They are those presumed candidates.
329,pri-pri,a next false alarm,2,This is a next false alarm. This is a siren.,This is a next siren.
333,pri-pri,imminent potential reactions,1,These are imminent potential reactions. These are retaliations.,These are imminent retaliations.
337,pri-pri,future hypothetical threats,1,These are future hypothetical threats. These are aggressions.,These are future aggressions.
344,pri-pri,a potential negative impact,2,He has a potential negative impact. He has an impression.,He has a negative impression.
346,pri-pri,an almost empty house,2,This is an almost empty house. This is a basement.,This is an empty basement.
348,pri-pri,a fictional former character,2,He is a fictional former character. He is a firefighter.,He is a former firefighter.
350,pri-pri,the previous erroneous information,2,This is the previous erroneous information. This is the assistance.,This is the previous assistance.
353,pri-pri,the so-called imminent danger,2,This is the so-called imminent danger. This is the bloodshed.,This is the imminent bloodshed.
354,pri-pri,the so-called imminent danger,2,This is the so-called imminent danger. This is the bloodshed.,This is the so-called bloodshed.
360,pri-int,a retired electrical designer,2,He is a retired electrical designer. He is a high school teacher.,He is a retired high school teacher.
364,pri-int,a retired Soviet spy,2,He is a retired Soviet spy. He is a doctor.,He is a retired doctor.
373,pri-int,a previous military ruler,2,He is a previous military ruler. He is a beggar.,He is a previous beggar.
374,pri-int,a previous Brazilian leader,2,He is a previous Brazilian leader. He is a prisoner.,He is a previous prisoner.
394,pri-int,would-be foreign students,1,They are would-be foreign students. They are immigrants.,They are would-be immigrants.
396,pri-int,two would-be female suicide bombers,2,They are two would-be female suicide bombers. They are terrorists.,They are would-be terrorists.
398,pri-int,would-be female entrepreneurs,1,They are would-be female entrepreneurs. They are women.,They are would-be women.
399,pri-int,would-be female entrepreneurs,1,They are would-be female entrepreneurs. They are students.,They are would-be students.
401,pri-int,would-be civil servants,1,They are would-be civil servants. They are candidates.,They are would-be candidates.
402,pri-int,would-be civil servants,1,They are would-be civil servants. They are graduates.,They are would-be graduates.
403,pri-int,a would-be financial supporter,2,She is a would-be financial supporter. She is a philanthropist.,She is a would-be philanthropist.
408,pri-int,a counterfeit Italian banknote,2,This is a counterfeit Italian banknote. This is paper.,This is counterfeit paper.
409,pri-int,a counterfeit Italian banknote,2,This is a counterfeit Italian banknote. This is paper.,This is Italian paper.
411,pri-int,counterfeit Chinese medicines,1,Those are counterfeit Chinese medicines. Those are herbs.,Those are Chinese herbs.
412,pri-int,counterfeit Chinese medicines,1,Those are counterfeit Chinese medicines. Those are plants.,Those are counterfeit plants.
413,pri-int,counterfeit Chinese medicines,1,Those are counterfeit Chinese medicines. Those are plants.,Those are Chinese plants.
427,pri-int,a mock criminal trial,2,This is a mock criminal trial. This is a lesson.,This is a mock lesson.
430,pri-int,her presumed electoral victory,2,This is her presumed electoral victory. This is a defeat.,This is a presumed defeat.
435,pri-int,a presumed scientific advancement,2,This is a presumed scientific advancement. This is a failure.,This is a presumed failure.
437,pri-int,a presumed horrible defeat,2,This is a presumed horrible defeat. This is a surprise.,This is a presumed surprise.
438,pri-int,a presumed horrible defeat,2,This is a presumed horrible defeat. This is a surprise.,This is a horrible surprise.
443,pri-int,a gold American eagle,2,This is a gold American eagle. This is a statue.,This is an American statue.
453,pri-int,a pretended Jewish identity,2,They have a pretended Jewish identity. They have an accent.,They have a Jewish accent.
454,pri-int,a pretended Jewish identity,2,They have a pretended Jewish identity. They have an accent.,They have a pretended accent.
459,pri-sub,a plausible big idea,2,This is a plausible big idea. This is a misconception.,This is a big misconception.
460,pri-sub,a plausible big idea,2,This is a plausible big idea. This is a prejudice.,This is a plausible prejudice.
461,pri-sub,a plausible big idea,2,This is a plausible big idea. This is a prejudice.,This is a big prejudice.
464,pri-sub,a partial new cabinet,2,This is a partial new cabinet. This is an institution.,This is a new institution.
469,pri-sub,the disputed tiny colony,2,This is the disputed tiny colony. This is the hometown.,This is the disputed hometown.
475,pri-sub,a seeming minor decision,2,This is a seeming minor decision. This is a choice.,This is a minor choice.
476,pri-sub,a seeming minor decision,2,This is a seeming minor decision. This is an abandonment.,This is a minor abandonment.
478,pri-sub,a supposed brief affair,2,This is a supposed brief affair. This is an event.,This is a brief event.
482,pri-sub,a fictional chief prosecutor,2,She is a fictional chief prosecutor. She is a hero.,She is a chief hero.
486,pri-sub,a onetime municipal judge,2,He is a onetime municipal judge. He is a father.,He is a onetime father.
488,pri-sub,an honorary assistant coach,2,He is an honorary assistant coach. He is an athlete.,He is an honorary athlete.
489,pri-sub,an honorary assistant coach,2,He is an honorary assistant coach. He is an athlete.,He is an assistant athlete.
490,pri-sub,a retired independent contractor,2,He is a retired independent contractor. He is a grandfather.,He is an independent grandfather.
491,pri-sub,a retired independent contractor,2,He is a retired independent contractor. He is a grandfather.,He is a retired grandfather.
510,pri-sub,a fictional modern monarchy,2,This is a fictional modern monarchy. This is a government.,This is a modern government.
514,pri-sub,a surrogate good son,2,He is a surrogate good son. He is a father.,He is a surrogate father.
515,pri-sub,a surrogate good son,2,He is a surrogate good son. He is a father.,He is a good father.
516,pri-sub,a virtual unknown singer,2,She is a virtual unknown singer. She is an actress.,She is an unknown actress.
520,pri-sub,a fictional national championship,2,It is a fictional national championship. It is a story.,It is a national story.
522,pri-sub,a phony moral authority,2,They have a phony moral authority. They have a committee.,They have a moral committee.
524,pri-sub,a partial strategic success,2,This is a partial strategic success. This is a battle.,This is a partial battle.
526,pri-sub,a probable high position,2,This is a probable high position. This is an opportunity.,This is a high opportunity.
528,pri-sub,a predicted hot condition,2,This is a predicted hot condition. This is a circumstance.,This is a hot circumstance.
532,pri-sub,an unlikely new weapon,2,This is an unlikely new weapon. This is an invention.,This is a new invention.
533,pri-sub,an unlikely new weapon,2,This is an unlikely new weapon. This is a creation.,This is a new creation.
536,pri-sub,a prior grand jury,2,This is a prior grand jury. This is an organization.,This is a grand organization.
537,pri-sub,a prior grand jury,2,This is a prior grand jury. This is a group.,This is a grand group.
540,pri-sub,a retired northern general,2,He is a retired northern general. He is a doctor.,He is a retired doctor.
541,pri-sub,a retired northern general,2,He is a retired northern general. He is a driver.,He is a retired driver.
548,pri-sub,the probable maximum loss,2,It is the probable maximum loss. It is the deficit.,It is the maximum deficit.
555,pri-sub,an experimental alternative energy source,2,This is an experimental alternative energy source. This is a plant.,This is an alternative plant.
556,pri-sub,an experimental alternative energy source,2,This is an experimental alternative energy source. This is an asset.,This is an experimental asset.
557,pri-sub,an experimental alternative energy source,2,This is an experimental alternative energy source. This is a commodity.,This is an experimental commodity.
560,pri-sub,a plausible diplomatic settlement,2,This is a plausible diplomatic settlement. This is an expectation.,This is a diplomatic expectation.
565,pri-sub,past official targets,1,They are past official targets. They are humans.,They are past humans.
566,pri-sub,past official targets,1,They are past official targets. They are humans.,They are official humans.
568,pri-sub,a phony royal seal,2,This is a phony royal seal. This is a stamp.,This is a royal stamp.
570,pri-sub,the predicted annual economic growth,2,This is the predicted annual economic growth. This is the gross domestic product.,This is the annual gross domestic product.
574,pri-sub,a fictitious technical issue,2,This is a fictitious technical issue. This is an obstacle.,This is a technical obstacle.
576,pri-sub,a onetime domestic policy adviser,2,He is a onetime domestic policy adviser. He is a father.,He is a onetime father.
578,pri-sub,an unlikely sweet dream,2,This is an unlikely sweet dream. This is a story.,This is a sweet story.
586,pri-sub,a would-be scary business,2,This is a would-be scary business. This is a farm.,This is a scary farm.
587,pri-sub,a would-be scary business,2,This is a would-be scary business. This is a deal.,This is a scary deal.
590,pri-sub,a probable severe punishment,2,This is a probable severe punishment. This is a fine.,This is a severe fine.
591,pri-sub,a probable severe punishment,2,This is a probable severe punishment. This is a vituperation.,This is a severe vituperation.
594,pri-sub,a counterfeit central processing unit,2,This is a counterfeit central processing unit. This is a processing office.,This is a central processing office.
597,pri-sub,a seeming similar experience,2,This is a seeming similar experience. This is a background.,This is a similar background.
599,pri-sub,his presumed strong competitors,2,They are his presumed strong competitors. They are athletes.,They are presumed athletes.
600,pri-sub,his presumed strong competitors,2,They are his presumed strong competitors. They are students.,They are presumed students.
601,pri-sub,a retired short seller,2,He is a retired short seller. He is a driver.,He is a retired driver.
603,pri-sub,An unlikely top seller,2,She is An unlikely top seller. She is an employee.,She is an unlikely employee.
604,pri-sub,An unlikely top seller,2,She is An unlikely top seller. She is an employee.,She is a top employee.
607,pri-sub,a retired federal lawyer,2,She is a retired federal lawyer. She is a teacher.,She is a retired teacher.
608,pri-sub,a retired federal lawyer,2,She is a retired federal lawyer. She is a teacher.,She is a federal teacher.
611,pri-sub,an improbable presidential candidacy,2,He has an improbable presidential candidacy. He has a nomination.,He has a presidential nomination.
618,pri-sub,a would-be serious cook,2,She is a would-be serious cook. She is a mother.,She is a serious mother.
619,pri-sub,a would-be serious cook,2,She is a would-be serious cook. She is an artist.,She is a serious artist.
620,pri-sub,a would-be serious cook,2,She is a would-be serious cook. She is a mother.,She is a would-be mother.
621,pri-sub,a would-be serious cook,2,She is a would-be serious cook. She is an artist.,She is a would-be artist.
622,pri-sub,an impossible extra expense,2,This is an impossible extra expense. This is a dream.,This is an extra dream.
623,pri-sub,an impossible extra expense,2,This is an impossible extra expense. This is a task.,This is an extra task.
626,pri-sub,that last plausible independent candidate,3,He is that last plausible independent candidate. He is a lawyer.,He is an independent lawyer.
627,pri-sub,that last plausible independent candidate,3,He is that last plausible independent candidate. He is an uncle.,He is an independent uncle.
628,pri-sub,that last plausible independent candidate,3,He is that last plausible independent candidate. He is the last lawyer.,He is the last plausible lawyer.
631,pri-sub,an artificial national boundary,2,This is an artificial national boundary. This is a river.,This is an artificial river.
633,pri-sub,a onetime independent kingdom,2,This is a onetime independent kingdom. This is an island.,This is a onetime island.
637,pri-sub,a hypothetical independent candidate,2,She is a hypothetical independent candidate. She is a person.,She is a hypothetical person.
638,pri-sub,a hypothetical independent candidate,2,She is a hypothetical independent candidate. She is a politician.,She is a hypothetical politician.
639,pri-sub,a hypothetical independent candidate,2,She is a hypothetical independent candidate. She is a musician.,She is an independent musician.
640,pri-sub,a probable easy fix,2,This is a probable easy fix. This is a mistake.,This is an easy mistake.
642,pri-sub,a prior basic principle,2,This is a prior basic principle. This is a sentence.,This is a basic sentence.
646,pri-sub,an assumed annual inflation rate,2,This is an assumed annual inflation rate. This is a disappointment.,This is an assumed disappointment.
655,pri-sub,an honorary chief delegate,2,This is an honorary chief delegate. This is an author.,This is an honorary author.
661,pri-sub,a retired prominent basketball player,2,This is a retired prominent basketball player. This is a commentator.,This is a prominent commentator.
663,pri-sub,a presumed front runner,2,This is a presumed front runner. This is a loser.,This is a presumed loser.
667,pri-sub,a onetime musical director,2,He is a onetime musical director. He is a performer.,He is a onetime performer.
668,pri-sub,a onetime musical director,2,He is a onetime musical director. He is a musician.,He is a onetime musician.
671,pri-sub,a would-be front runner,2,She is a would-be front runner. She is a all-star.,She is a would-be all-star.
672,pri-sub,a would-be front runner,2,She is a would-be front runner. She is a stand-in.,She is a would-be stand-in.
673,pri-sub,dubious strategic motives,1,Those are dubious strategic motives. Those are plans.,Those are strategic plans.
680,pri-sub,surrogate big leaguers,1,They are surrogate big leaguers. They are mothers.,They are surrogate mothers.
682,pri-sub,an impossible long shot,2,This is an impossible long shot. This is a contest.,This is an impossible contest.
685,pri-sub,past southern areas,1,Those are past southern areas. Those are farmlands.,Those are past farmlands.
686,pri-sub,past southern areas,1,Those are past southern areas. Those are mountains.,Those are past mountains.
687,pri-sub,past southern areas,1,Those are past southern areas. Those are lakes.,Those are past lakes.
692,pri-sub,mock parliamentary debates,1,These are mock parliamentary debates. These are events.,These are parliamentary events.
697,pri-sub,an assumed presidential nominee,2,She is an assumed presidential nominee. She is a scholar.,She is a presidential scholar.
698,pri-sub,an assumed presidential nominee,2,She is an assumed presidential nominee. She is a scholar.,She is an assumed scholar.
699,pri-sub,an impossible moral choice,2,This is an impossible moral choice. This is a dilemma.,This is an impossible dilemma.
701,pri-sub,a supposed key piece,2,This is a supposed key piece. This is a data point.,This is a supposed data point.
702,pri-sub,a supposed key piece,2,This is a supposed key piece. This is a data point.,This is a key data point.
703,pri-sub,his disputed eighth championship,2,This is his disputed eighth championship. This is his medal.,This is his eighth medal.
706,pri-sub,a broken presidential promise,2,This is a broken presidential promise. This is a speech.,This is a broken speech.
709,pri-sub,Germany 's next top star,3,He is Germany 's next top star. He is Germany’s singer.,He is Germany’s next singer.
710,pri-sub,Germany 's next top star,3,He is Germany 's next top star. He is Germany’s singer.,He is Germany’s top singer.
711,pri-sub,a presumed regional leader,2,He is a presumed regional leader. He is a dictator.,He is a presumed dictator.
